Exchange,Base,Target,Last,Volume,Trust Score,USD Price
Upbit Indonesia ,BSV,BTC,0.00025,13.15789474,,84831
Upbit Indonesia ,MANA,BTC,1.9e-06,1595.46226883,,86133
ChangeNOW,AEVO,BTC,5.492289225879583e-07,5238.867450043888,,85476
ChangeNOW,STX,BTC,3.783912590995988e-06,809.4708502222607,,85475
ChangeNOW,REEF,BTC,2.36930433112421e-09,1158259.4132343554,,85476
ChangeNOW,PEIPEI,BTC,1.1120039227149269e-13,23132871419.884354,,85444
UniSat (Runes),EPIC•EPIC•EPIC•EPIC,BTC,3.35e-08,80650.0,,84960
Magic Eden (Runes),ZBIT•BLUE•BITCOIN,BTC,2.9000054e-07,0.0,,86101
ChangeNOW,SAND,BTC,1.91354121010272e-06,1175.501956909087,,85395
Magic Eden (Runes),Z•Z•Z•Z•Z•FEHU•Z•Z•Z•Z•Z,BTC,5.25e-06,0.0,,85328
Upbit Indonesia ,META,BTC,1.3e-07,14957.28907698,,86133
Magic Eden (Runes),MR•YEN•JAPANESE•BUSINESSMAN,BTC,5.299976e-08,0.0,,83968
UniSat,$BMP,BTC,1.4e-09,1374000.0,,85828
UniSat,NALS,BTC,6e-08,30000.0,,92286
Upbit Indonesia ,AXL,BTC,1.51e-06,998.6696565,,86737
UniSat,.COM,BTC,5.8e-07,1900.0,,83931
Upbit Indonesia ,STG,BTC,1.34e-06,994.67650394,,85071
Magic Eden (Runes),LIQUIDIUM•TOKEN,BTC,9.4861407e-07,0.0,,87459
ChangeNOW,CHZ,BTC,3.322361328606883e-07,4031.781553890156,,85475
Magic Eden (Runes),MEMENTO•MORI,BTC,5.497e-08,0.0,,85969
ChangeNOW,LDO,BTC,7.757786205578897e-06,153.07959228947078,,85475
Upbit Indonesia ,POWR,BTC,1.07e-06,1114.0,,82537
ChangeNOW,BAND,BTC,4.501395432584101e-06,246.7138851702166,,85475
Upbit Indonesia ,IMX,BTC,3.61e-06,300.0,,86777
Upbit Indonesia ,CELO,BTC,1.91e-06,562.09347,,83958
ChangeNOW,KP3R,BTC,3.214562237375257e-05,33.627959782188235,,85475
Magic Eden (Runes),LOBO•THE•WOLF•PUP,BTC,1.77899e-09,0.0,,85894
Magic Eden (Runes),BAMK•OF•NAKAMOTO•DOLLAR,BTC,2e-10,0.0,,84300
Magic Eden (Runes),MEME•ECONOMICS,BTC,4.64997e-08,0.0,,83650
Magic Eden (Runes),BASED•INTERNET•PANDA,BTC,3.698e-09,0.0,,85189
ChangeNOW,SKL,BTC,1.6464283576696084e-07,5463.108423503491,,85444
Upbit Indonesia ,MED,BTC,3e-08,30385.69206842,,84061
ChangeNOW,RLC,BTC,8.397722016541928e-06,101.08211424197073,,85475
ChangeNOW,PENDLE,BTC,2.6445409012948722e-05,30.661080149928253,,85444
Upbit Indonesia ,TOKAMAK,BTC,8.35e-06,95.62540376,,86082
Magic Eden (Runes),WANKO•MANKO•RUNES,BTC,2.9e-08,0.0,,83650
Upbit Indonesia ,COMP,BTC,0.00034307,1.91616803,,82308
Magic Eden (Runes),CATS•IN•THE•SATS,BTC,6.389987e-08,0.0,,86793
Upbit Indonesia ,HBD,BTC,1.125e-05,57.142,,86133
Upbit Indonesia ,STORJ,BTC,1.78e-06,337.07865168,,84019
UniSat,MICE,BTC,2.5e-08,24000.0,,90583
UniSat,ORPO,BTC,5.9e-07,1000.0,,90602
Magic Eden (Runes),ANARCHO•CATBUS,BTC,3.690011e-08,0.0,,84550
ChangeNOW,KAIA,BTC,9.27014843193842e-07,565.8290799411435,,85395
Magic Eden (Runes),THE•TICKER•IS•ELSA,BTC,1.037e-09,0.0,,85124
Magic Eden (Runes),EPIC•EPIC•EPIC•EPIC,BTC,7.799e-09,0.0,,85894
ChangeNOW,RACA,BTC,3.8123510759271044e-10,1182727.207416838,,85475
radFi,RADKING,BTC,4.303446343064038e-11,10298115.37347198,,85978
Upbit Indonesia ,SXP,BTC,1.07e-06,382.35294117,,83491
radFi,SCOTT,BTC,8.884017581913384e-11,4011054.315144486,,85978
Upbit Indonesia ,SKY,BTC,4.9e-07,694.37121482,,86082
ChangeNOW,ICX,BTC,7.86079654353408e-07,432.39588758940033,,85444
ChangeNOW,LADYS,BTC,1.2900409363709984e-13,2538974897.0791125,,85475
DotSwap,DOTSWAP•DOTSWAP,BTC,2.326830149e-07,1406.43,,86799
Upbit Indonesia ,MINA,BTC,1.27e-06,250.0,,85072
Upbit Indonesia ,PENDLE,BTC,2.586e-05,12.0,,87329
Magic Eden (Runes),NOTICE•ME•SENPAI,BTC,9e-10,0.0,,91322
ChangeNOW,ETHW,BTC,6.9980204526084016e-06,37.88504204912334,,85444
Magic Eden (Runes),POOKA•CANNOT•BE•STOPPED,BTC,4.413e-10,0.0,,87342
Upbit Indonesia ,ZIL,BTC,7e-08,3684.21052631,,84019
UniSat,MMSS,BTC,1.2e-06,25.0,,84629
radFi,PUPPETSTR,BTC,8.13530641979729e-11,3037297.037146341,,85978
ChangeNOW,KEKE,BTC,4.199541369562596e-14,5349719278.134077,,85444
ChangeNOW,W,BTC,5.645825736385438e-07,357.09719970070194,,85475
ChangeNOW,TRU,BTC,1.4600176556577887e-07,1292.5546296676687,,85395
Upbit Indonesia ,SEI,BTC,1.53e-06,130.71895424,,86082
UniSat,WHEE,BTC,1.869e-07,1000.0,,90583
radFi,SHROOMSTR,BTC,6.268911512908427e-11,3028909.432023228,,86737
ChangeNOW,DODO,BTC,2.737800547800835e-07,669.9974313692679,,85475
ChangeNOW,GNO,BTC,0.0013800813687067596,0.13407408648155794,,85475
Upbit Indonesia ,G,BTC,6e-08,2933.07167074,,83878
Upbit Indonesia ,MASK,BTC,7.78e-06,22.05071664,,86168
Upbit Indonesia ,KAVA,BTC,1.36e-06,122.33667918,,86150
Magic Eden (Runes),SATOSHI•NAKAMOTO,BTC,3.989875e-07,0.0,,84819
Upbit Indonesia ,MLK,BTC,9.2e-07,166.64130434,,84104
Upbit Indonesia ,ARK,BTC,3.19e-06,47.02194358,,87400
Upbit Indonesia ,XTZ,BTC,5.66e-06,25.58846846,,86675
Magic Eden (Runes),DECENTRALIZED,BTC,3.115e-10,0.0,,84356
radFi,FROGSTR,BTC,9.271789587569448e-11,1367867.877245605,,86835
ChangeNOW,ARC,BTC,1.6837744367327375e-08,7038.283509289392,,85444
Magic Eden (Runes),SGN•SHO•GA•NAI•SGN,BTC,2.39e-11,0.0,,84627
Upbit Indonesia ,SUI,BTC,1.56e-05,7.0,,86168
ChangeNOW,FUN,BTC,2.2189016479908922e-08,4958.011144922854,,85475
ChangeNOW,USD1,BTC,1.0897241494530717e-05,9.908517331509325,,85444
Magic Eden (Runes),THE•OFFICIAL•BOZO,BTC,9.41e-10,0.0,,84719
Upbit Indonesia ,ID,BTC,9.1e-07,108.76557443,,87192
ChangeNOW,METIS,BTC,9.168843685988099e-05,1.0609257769715719,,85475
Upbit Indonesia ,JUP,BTC,2.87e-06,31.7904652,,83491
ChangeNOW,HNT,BTC,2.3515283515897087e-05,3.429175861615685,,85475
ChangeNOW,YOOSHI,BTC,3.5254782097247735e-14,2857265392.8177786,,85476
Upbit Indonesia ,SAFE,BTC,1.72e-06,38.16908592,,85555
Upbit Indonesia ,DKA,BTC,7e-08,791.38834338,,91861
ChangeNOW,BRISE,BTC,3.597824275332107e-13,111751252.60800944,,85475
ChangeNOW,LEASH,BTC,3.8475492413458106e-08,738.5043796665026,,85475
ChangeNOW,REN,BTC,7.070486209063102e-08,487.1989025454534,,90267
Zaif,ZAIF,BTC,1e-08,3065.0,,86658
ChangeNOW,ARKM,BTC,2.7787051499638753e-06,8.009770519978135,,85444
ChangeNOW,GHST,BTC,3.0574665262119754e-06,5.663577818209108,,85539
Freiexchange,TROLL,BTC,1e-08,1240.0,,86840
ChangeNOW,IOTX,BTC,1.0814590813805452e-07,111.87039411347003,,85444
ChangeNOW,STARL,BTC,3.0219157603320926e-12,2241661.86078894,,85476
Upbit Indonesia ,AGLD,BTC,3.29e-06,1.20440039,,85032
DotSwap,UNCOMMON•GOODS,BTC,2.61456433e-07,14.0,,84702
DotSwap,SATOSHI•NAKAMOTO,BTC,3.4438901e-07,7.67939339,,84711
ChangeNOW,SYS,BTC,2.690762667383796e-07,7.087522049936537,,85475
DotSwap,MINE•MINE•MINE,BTC,1.16354179e-08,4.43206275,,84685
HitBTC,SEELE,BTC,1e-09,4.0,,84827
OKX,BCH,BTC,0.005158,91.3972,green,85896
TokoCrypto,ENA,BTC,2.72e-06,515.7683823529412,yellow,86907
TokoCrypto,POL,BTC,1.57e-06,6380.171974522293,yellow,84678
PointPay,AEVO,BTC,6.2e-07,3532.3134,yellow,91702
KuCoin,TFUEL,BTC,2.268e-07,0.0,red,90635
KoinBX,ETH,BTC,0.03348,63.45485423,,91199
Bullish,BTC,XRP,43487.533329,0.00013,,83397
HitBTC,PAXG,BTC,0.04684,0.00017,,85879
Ecxx,BTC,USDC,95232.28223,0.0009699999999999999,,95195
KoinBX,LTC,BTC,0.00103,3708.57246825,,91023
TokoCrypto,TRX,BTC,3.27e-06,1266.5443425076453,,84199
HitBTC,ONE,BTC,5.485e-08,500.0,,83225
FMFW.io,ONE,BTC,5.485e-08,500.0,,83210
HitBTC,TONCOIN,BTC,1.8554e-05,9.5,,83541
HitBTC,XVG,BTC,8.53e-08,58370.0,,86743
FMFW.io,XVG,BTC,8.53e-08,58370.0,,86618
HitBTC,SUN,BTC,2.5988e-07,2000.0,,84485
TokoCrypto,ETC,BTC,0.0001569,0.8490758444869344,,86315
Bitstamp by Robinhood,BTC,EURC,74903.0,0.21899349,,86330
FMFW.io,ATOM,BTC,2.857e-05,6299.48,,85865
HitBTC,ATOM,BTC,2.857e-05,6299.48,,85879
HitBTC,JST,BTC,4.223e-07,5.0,,87141
TokoCrypto,XLM,BTC,2.76e-06,64.05797101449275,,86478
FMFW.io,SNT,BTC,1.704e-07,137.0,,92914
TokoCrypto,STX,BTC,3.66e-06,51.69398907103825,,84828
Cube,BTC,VEUR,75000.0,3.21301,,84146
HitBTC,SNT,BTC,1.704e-07,137.0,,92876
HitBTC,FIL,BTC,1.87e-05,68.0,,85879
TokoCrypto,CRV,BTC,4.5e-06,593.1066666666667,,84500
TokoCrypto,RENDER,BTC,2.058e-05,8.480563654033041,,83476
KoinBX,SFP,BTC,3.86e-06,224341.74102886,,90710
TokoCrypto,ARB,BTC,2.52e-06,1099.702380952381,,85484
TokoCrypto,ALGO,BTC,1.59e-06,4025.1572327044023,,84438
TokoCrypto,THETA,BTC,4.47e-06,708.6510067114094,,92765
HitBTC,STX,BTC,3.73e-06,205.3,,84570
FMFW.io,SPELL,BTC,3.1e-09,96251.0,,85912
HitBTC,SPELL,BTC,3.1e-09,96251.0,,85914
FMFW.io,DENT,BTC,3.91e-09,200.0,,83781
HitBTC,DENT,BTC,3.91e-09,200.0,,83541
HitBTC,GRT,BTC,5.9e-07,0.02,,84485
FMFW.io,GRT,BTC,5.9e-07,0.02,,84470
HitBTC,NMR,BTC,0.00016416,0.02,,84706
HitBTC,DYDX,BTC,2.84e-06,8764.006,,84640
HitBTC,FXS,BTC,9.69e-06,0.01,,86105
FMFW.io,BAT,BTC,2.184e-06,24012.0,,85865
FMFW.io,SLP,BTC,1e-08,1629.5,,87383
HitBTC,SLP,BTC,1e-08,1629.5,,87141
Changelly PRO,SHIB,BTC,1e-10,11000.0,,86684
HitBTC,SHIB,BTC,1e-10,11000.0,,86674
FMFW.io,SHIB,BTC,1e-10,11000.0,,86684
CoinJar Exchange,DOGE,BTC,1.64e-06,2200.0,,86402
TokoCrypto,AR,BTC,4.57e-05,2.8943107221006565,,92997
Upbit,SUN,BTC,2.4e-07,1668.04716172,,87004
FMFW.io,NMR,BTC,0.00016416,0.04,,84788
HitBTC,BAT,BTC,2.184e-06,24012.0,,85879
Bitfinex,NEXO,BTC,1.089e-05,117.50049661,,85894
Changelly PRO,BAT,BTC,2.184e-06,24012.0,,85865
TokoCrypto,GLM,BTC,2.65e-06,606.0566037735849,,91723
TokoCrypto,SCRT,BTC,1.98e-06,103.53535353535354,,91067
TokoCrypto,LPT,BTC,5.15e-05,2.7128155339805824,,87276
Changelly PRO,GLM,BTC,2.3e-06,36.4,,87495
TokoCrypto,YGG,BTC,1.08e-06,1344.851851851852,,92017
Upbit,ACS,BTC,1e-08,24265.5,,85733
Binance US,WBTC,BTC,0.98,0.38679,,88124
VALR,ETH,BTC,0.032677,0.116231,,85901
HitBTC,VRA,BTC,4.3e-09,310393.0,,85914
TokoCrypto,MINA,BTC,1.47e-06,307.6462585034014,,92082
Bithumb,KAIA,BTC,9.2e-07,138082.67745625,,86550
TokoCrypto,KAITO,BTC,7.73e-06,18.214747736093145,,86745
Upbit,RLC,BTC,8.78e-06,49.03758542,,87030
TokoCrypto,CTK,BTC,3.01e-06,53.77408637873754,,88894
KuCoin,OGN,BTC,4.04e-07,0.0,,85894
TokoCrypto,BANANA,BTC,9.19e-05,2.6212187159956475,,91679
Binance,ACH,BTC,1.1e-07,2305.0,,86568
TokoCrypto,ARKM,BTC,2.85e-06,247.4280701754386,,84617
Upbit,BNT,BTC,4.92e-06,5585.61101712,,86991
TokoCrypto,FLUX,BTC,1.54e-06,213.86363636363637,,92733
Upbit,T,BTC,1.4e-07,1553.0837286,,85223
HitBTC,DEXE,BTC,5.779e-05,1.16,,91919
Upbit,WAXP,BTC,1.1e-07,498.09892949,,90205
Mercado Bitcoin,BTC,USDT,86403.0,0.13019349,,86357
TokoCrypto,WAXP,BTC,1.1e-07,2023.0,,93255
Upbit,NXPC,BTC,5.01e-06,15336.01280541,,86084
HitBTC,ARK,BTC,3.11e-06,0.01,,84511
Upbit,CKB,BTC,3e-08,10146.99735496,,92165
Luno,XBT,GBP,65500.0,0.0466,,85759
Bithumb,BNB,BTC,0.00996971,3.36987725,,87074
Upbit,VIRTUAL,BTC,1.272e-05,13264.93013769,,83806
Upbit,PENGU,BTC,1.3e-07,4274.21996693,,86082
Bithumb,AHT,BTC,3e-08,39474.33333333,,91707
Upbit,BEAM,BTC,4e-08,2273.775,,83752
Upbit,GAME2,BTC,3e-08,16401.20002333,,88301
Bithumb,ENS,BTC,0.0001281,136.93357559,,86608
Upbit,BORA,BTC,5.8e-07,21967.8589869,,83106
Upbit,RAY,BTC,1.27e-05,1856.0953596,,86082
HitBTC,IDRT,BTC,1e-10,1000.0,,88751
Upbit,IQ,BTC,2e-08,9199.70379637,,85807
Upbit,ANIME,BTC,7e-08,14203.31853628,,86082
Upbit,GMT,BTC,2.1e-07,557.61869393,,88461
Upbit,ANKR,BTC,9e-08,14352.74590163,,84620
Upbit,ORBS,BTC,1.2e-07,3481.64191319,,86082
Bitfinex,XRD,BTC,2e-08,1023698.9799378,,85894
Upbit,SAND,BTC,1.69e-06,6059.33459846,,86082
Upbit,KERNEL,BTC,1.11e-06,14531.06770052,,84826
Upbit,RENDER,BTC,1.966e-05,1090.007,,87290
Upbit,WCT,BTC,1.54e-06,7788.35041735,,84987
Upbit,ATH,BTC,1.9e-07,88549.23340789,,85511
Blockchain.com,BTC,USDT,85200.02,0.00234741,,85161
Upbit,CYBER,BTC,9.4e-06,341.84237385,,84611
Kinesis Money,BTC,USDC,89028.329472,0.01275425,,88994
Upbit,STX,BTC,3.39e-06,2791.49082969,,86082
Upbit,MOVE,BTC,6.6e-07,10158.73743939,,86861
Upbit,MVL,BTC,2e-08,2891.77033554,,87152
Upbit,ZETA,BTC,1.02e-06,7384.8027583,,87184
Upbit,GLM,BTC,2.57e-06,2674.34517761,,85043
Upbit,ASTR,BTC,1.4e-07,10530.73511659,,86082
KuCoin,KSM,BTC,0.00010492,0.0,,90529
Upbit,IOST,BTC,2e-08,1329994.5137157,,86712
Upbit,TT,BTC,2e-08,3500.0,,85143
Upbit,GAS,BTC,2.5e-05,130.4652,,86673
Upbit,BLUR,BTC,4.2e-07,12782.32471972,,92104
Upbit,COW,BTC,2e-06,2052.08677762,,92136
Upbit,INJ,BTC,6.2e-05,68.17071276,,86082
Upbit,ERA,BTC,3.01e-06,1337.12599145,,86796
Poloniex,ATOM,BTC,3.03e-05,55.1,,85924
HitBTC,BORG,BTC,2.906e-06,810.0,,85879
Upbit,TUSD,BTC,1.182e-05,192.0,,85526
Upbit,ACM,BTC,6.28e-06,120.0,,86198
Upbit,BARD,BTC,8.56e-06,3458.21660801,,86828
Upbit,USD1,BTC,1.166e-05,524.79553035,,84006
Upbit,BSV,BTC,0.00025,13.15789474,,84884
Freiexchange,AXE,BTC,1e-08,1012982.7745153,,84332
Upbit,KITE,BTC,1.08e-06,18983.92525591,,86084
ProBit Global,AGRS,BTC,3.71e-06,4532.7022,,85898
Upbit,ME,BTC,4.39e-06,339.29362439,,86841
KuCoin,STORJ,BTC,1.801e-06,0.0,,90614
FMFW.io,MANA,BTC,2.041e-06,661.0,,87457
HitBTC,MANA,BTC,2.041e-06,661.0,,87141
FMFW.io,ONT,BTC,8.2e-07,732.8,,92740
HitBTC,ONT,BTC,8.2e-07,732.8,,92707
Crypto.com Exchange,TRUMP,BTC,7.295e-05,1.9,,85870
Upbit,SIGN,BTC,4.9e-07,7274.26672563,,86166
Upbit,SC,BTC,2e-08,2500.0,,85270
zondacrypto,DOT,BTC,2.662e-05,126.76258208,,85977
Bitstamp by Robinhood,AAVE,BTC,0.00185999,0.3030095,,86534
BTCMarkets,BTC,USDT,87183.02,0.002,,87069
Poloniex,XEM,BTC,1.2e-08,24642.0,,90557
ChainEX,BTC,USDT,85697.61,0.00024318064412764837,,85651
Bitfinex,BTC,JPY,13000000.0,0.00030771,,82938
Upbit,SAHARA,BTC,9e-07,169.64017991,,86742
Upbit,PUNDIX,BTC,2.85e-06,87.32162971,,85678
Upbit,ZRO,BTC,1.445e-05,52.39771968,,86082
zondacrypto,LSK,BTC,2.18e-06,879.49183892,,85977
Upbit,CITY,BTC,6.96e-06,102.0,,86166
Upbit,CVC,BTC,5.6e-07,1756.954612,,84862
TokoCrypto,CTSI,BTC,5e-07,437.22,,83817
HitBTC,WAVES,BTC,7.63e-06,19.99,,86855
FMFW.io,WAVES,BTC,7.63e-06,19.99,,86787
Upbit,SYRUP,BTC,3.6e-06,138.88888888,,86084
Poloniex,GLM,BTC,2.3e-07,2337.0,,85928
HitBTC,PERP,BTC,1.03e-06,596.86,,88010
Mercado Bitcoin,BTC,USDC,86000.0,0.0001,,85974
zondacrypto,ADA,BTC,4.8e-06,128.700515,,87743
SafeTrade,LTC,BTC,0.00098764,0.25,,88961
Upbit,FLOW,BTC,2.9e-06,146.57953869,,84185
zondacrypto,XLM,BTC,3e-06,143.97,,85977
Upbit,TIA,BTC,7.44e-06,107.59391842,,86082
FMFW.io,GLM,BTC,2.3e-06,36.4,,87332
Upbit,POL,BTC,1.55e-06,249.61643472,,88022
Upbit,AQT,BTC,7.68e-06,135.78466942,,86775
Upbit,RED,BTC,2.98e-06,100.0,,86466
SafeTrade,ZEC,BTC,0.00500419,0.49,,84810
Upbit,PROVE,BTC,5.63e-06,68.83,,85163
Upbit,BIGTIME,BTC,2.6e-07,2844.95021337,,86516
HitBTC,BAKE,BTC,1.5e-07,0.02,,84553
Upbit,HOLO,BTC,1.05e-06,3091.98510003,,88264
Zaif,TRX,BTC,3.2e-06,99.0,,86378
Upbit,NEAR,BTC,2.08e-05,9.61040215,,86082
Upbit,AERGO,BTC,7.3e-07,600.79053089,,85087
Poloniex,BTC,BNB,96.03,0.000403,,78745
Upbit,AERO,BTC,7.11e-06,363.8777046,,86084
FMFW.io,DEXE,BTC,5.779e-05,1.16,,91747
Upbit,USDS,BTC,1.115e-05,17.49320987,,84541
LATOKEN,EURR,BTC,1.364e-05,0.875971715542522,,87482
LATOKEN,XAUT,BTC,0.0448,0.0006069366071428571,,82834
Upbit,TAIKO,BTC,2.15e-06,112.21270045,,86082
Upbit,ORCA,BTC,1.244e-05,19.22890401,,85105
Upbit,JTO,BTC,5.51e-06,40.369,,85105
Upbit,GRT,BTC,6e-07,233.37624616,,85293
Upbit,ATOM,BTC,2.932e-05,5.309403,,86998
Upbit,FLOCK,BTC,1.7e-06,551.61027755,,85711
Upbit,MNT,BTC,1.09e-05,15.49281413,,85277
BTCMarkets,ETH,BTC,0.03710152,0.01,,84092
Upbit,MOCA,BTC,2.9e-07,2951.03001024,,86447
Luno,DOT,XBT,2.29e-05,33.0,,86742
Upbit,ARKM,BTC,2.9e-06,257.72680669,,84079
Freiexchange,XBC,BTC,1.499e-05,30.0,,84360
Poloniex,QTUM,BTC,1.93e-05,9.8,,85924
Upbit,CPOOL,BTC,1.8e-07,6983.24022346,,87958
Upbit,ZRX,BTC,1.79e-06,92.86706159,,84061
Upbit,W,BTC,5.3e-07,748.10478406,,85105
FMFW.io,MITH,BTC,1.5e-08,5.0,,84405
HitBTC,MITH,BTC,1.5e-08,3.0,,84485
Upbit,LPT,BTC,4.82e-05,4.14937758,,86082
Luno,BCH,XBT,0.0065,0.08,,86549
Zaif,XEM,BTC,1e-08,59000.0,,86971
Upbit,CARV,BTC,1.54e-06,220.22598655,,84758
SafeTrade,DGB,BTC,1e-07,18.59,,87765
Upbit,BIO,BTC,7.3e-07,1177.33663749,,84889
Upbit,ENS,BTC,0.00013391,0.51544719,,84922
Upbit,CELO,BTC,1.91e-06,16.89347,,84045
LATOKEN,USDQ,BTC,1.184e-05,0.8064,,86759
LATOKEN,USDR,BTC,1.184e-05,0.8014,,87166
FMFW.io,OMG,BTC,1.14e-06,129.9,,84497
HitBTC,OMG,BTC,1.14e-06,129.9,,84386
Upbit,OP,BTC,3.67e-06,112.7881655,,85352
Upbit,ALT,BTC,1.6e-07,1202.24438902,,86082
Upbit,OM,BTC,8.6e-07,104.3,,85105
zondacrypto,BTC,GBP,64000.0,0.00010938,,83839
Upbit,FLUID,BTC,6.149e-05,4.28142419,,86525
KuCoin,TRB,BTC,0.0002719,0.0,,90614
Upbit,ATM,BTC,1.126e-05,7.53012048,,86082
Freiexchange,PHS,BTC,1e-07,2324.99999999,,83658
StakeCube Exchange,DASH,BTC,0.00078,0.37062289,,84179
Freiexchange,VLS,BTC,2.2e-06,126.68171304,,84468
StakeCube Exchange,BCH,BTC,0.006,0.041,,85946
Upbit,TREE,BTC,1.65e-06,63.60592294,,88425
HitBTC,XEM,BTC,1.3e-08,1.0,,85879
StakeCube Exchange,DOGE,BTC,1.7e-06,25.34,,85946
GoPax,BTC,USDC,84500.01,0.00014201,,84475
Upbit,INTER,BTC,4.42e-06,12.93103448,,85471
Freiexchange,VAL,BTC,9e-06,9.63777778,,84314
StakeCube Exchange,BTC,USDT-BSC,90000.0,0.0001323,,85946
Upbit,ZBT,BTC,8.6e-07,193.78286204,,86084
Upbit,HYPER,BTC,1.99e-06,30.0,,87268
BTCMarkets,LTC,BTC,0.00088321,0.07776582,,87129
Poloniex,ARDR,BTC,6.67e-07,77.0,,83520
Upbit,EGLD,BTC,0.00011279,0.44330171,,86082
HitBTC,BSV,BTC,0.000258,0.013,,86379
Changelly PRO,BSV,BTC,0.000258,0.013,,86379
StakeCube Exchange,DGB,BTC,9e-08,422.222,,84412
HitBTC,ARB,BTC,2.4e-06,2.52,,84702
SafeTrade,FLUX,BTC,1.46e-06,29.7,,94639
HitBTC,ETC,BTC,0.0001398,0.31,,84511
Upbit,PYTH,BTC,8.6e-07,5.57247773,,86082
StakeCube Exchange,FREED,BTC,5e-08,1051.779,,88080
Poloniex,XYM,BTC,3.6e-08,898.0,,84419
StakeCube Exchange,RVN,BTC,8e-08,251.865,,84402
SafeTrade,OCTA,BTC,2.23e-06,18.37,,83217
Luno,TRX,XBT,3.6e-06,1.0,,86942
HitBTC,TIME,BTC,7.451e-05,0.09,,91800
HitBTC,PORTO,BTC,1.15e-05,0.01,,84389
Luno,GRT,XBT,6e-07,1.4,,87506
HitBTC,SCRT,BTC,3.801e-06,0.11,,84479
HitBTC,XCH,BTC,5.8e-05,0.0001,,84341
FMFW.io,AUTO,BTC,3.5e-05,0.00048,,84470
HitBTC,MINA,BTC,1.63e-06,0.001,,90745
HitBTC,MOB,BTC,2.5e-05,0.002,,84336
FMFW.io,ROOK,BTC,2.6e-05,0.0027,,84155
Zaif,POLYGON.MV,BTC,3e-08,1.0,,86027
Powertrade,BTC,USD,84334.4,0.7529,,84334
ChangeNOW,TUSD,BTC,1.14371697233599e-05,19265.07203453489,,85395
Upbit Indonesia ,BNT,BTC,4.92e-06,26637.94206897,,86593
ChangeNOW,STETH,BTC,0.032194035664309686,3.347173022141479,,85475
ChangeNOW,FIL,BTC,1.8865924386332887e-05,4659.411396011869,,85475
ChangeNOW,WLFI,BTC,1.7105082177052295e-06,50224.929188614195,,85476
ChangeNOW,USDD,BTC,1.1517550180716839e-05,6115.2148611251,,85475
ChangeNOW,EURC,BTC,1.3124300746618458e-05,4699.272604936651,,85395
ChangeNOW,BGB,BTC,4.031608384973147e-05,1310.0311206994882,,85539
